,accommodates,bathrooms,bedrooms,beds,price,shared,home,private,Queens,Brooklyn,StatenIsland,Manhattan,Bronx,testTrain,listId
4441,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,26828
4442,2,1,0,1,123.45075322469133,0,1,0,0,1,0,0,0,0,27359
4443,6,2,2,3,374.84044366472733,0,1,0,0,0,0,1,0,0,27503
4444,1,1,1,1,61.455356004131175,0,0,1,0,1,0,0,0,0,27637
4445,2,1,0,1,125.0,0,1,0,0,0,0,1,0,1,27792
4446,2,1,1,1,47.0,0,0,1,0,1,0,0,0,1,28088
4447,2,1,1,1,45.0,0,0,1,0,0,0,1,0,1,28172
4448,2,2,1,1,300.0,0,0,1,0,1,0,0,0,1,28325
4449,5,1,1,3,100.0,0,1,0,0,0,0,1,0,1,28430
4450,6,2,3,3,325.0,0,1,0,0,1,0,0,0,1,28486
4451,6,1,2,3,300.0,0,1,0,0,1,0,0,0,1,28843
4452,3,2,2,2,387.0,0,1,0,0,0,0,1,0,1,28920
4453,6,1,2,2,164.51704616383466,0,1,0,0,1,0,0,0,0,28930
4454,2,1,2,1,60.0,0,0,1,1,0,0,0,0,1,28991
4455,6,2,3,3,275.88842241982263,0,1,0,0,1,0,0,0,0,29027
4456,5,1,1,3,136.78400279944114,0,1,0,0,1,0,0,0,0,29481
4457,4,1,0,2,165.0,0,1,0,0,0,0,1,0,1,29568
4458,2,1,0,1,106.5652628143028,0,1,0,1,0,0,0,0,0,29639
4459,4,1,0,3,150.0,0,1,0,0,0,0,1,0,1,30313
4460,2,1,1,1,66.63207304417206,0,0,1,0,0,0,0,1,0,30597
4461,1,1,1,1,83.58573206854152,0,0,1,0,0,0,1,0,0,30922
4462,5,1,2,2,164.51704616383466,0,1,0,0,1,0,0,0,0,31165
4463,2,1,0,1,166.16078124302504,0,1,0,0,0,0,1,0,0,31350
4464,2,1,1,2,180.0,0,1,0,0,0,0,1,0,1,31469
4465,2,2,1,1,66.63207304417206,0,0,1,1,0,0,0,0,0,31844
4466,2,1,0,1,97.0,0,1,0,0,0,0,1,0,1,31885
4467,2,1,0,1,95.0,0,0,1,0,1,0,0,0,1,31992
4468,1,1,1,1,29.0,0,0,1,0,1,0,0,0,1,32111
4469,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,32190
4470,1,1,1,1,67.0,0,0,1,0,0,0,1,0,1,32422
4471,2,1,1,1,125.0,0,0,1,0,0,0,1,0,1,32890
4472,3,1,1,2,275.0,0,1,0,0,1,0,0,0,1,33287
4473,3,1,1,1,110.0,0,1,0,0,1,0,0,0,1,33347
4474,2,1,1,1,125.0,0,0,1,0,0,0,1,0,1,33501
4475,6,1,2,2,298.50140180459704,0,1,0,0,0,0,1,0,0,33528
4476,1,1,1,1,76.08896800764775,1,0,0,0,0,0,1,0,0,33609
4477,3,1,0,1,105.0,0,1,0,0,0,0,1,0,1,33843
4478,2,1,1,1,60.0,0,0,1,0,1,0,0,0,1,33925
4479,4,1,2,3,90.0,0,0,1,0,1,0,0,0,1,33943
4480,1,1,1,1,61.455356004131175,0,0,1,1,0,0,0,0,0,34086
4481,2,1,0,1,98.0,0,1,0,0,0,0,1,0,1,34698
4482,1,1,1,1,65.0,0,0,1,0,0,0,1,0,1,34909
4483,4,1,1,2,134.06414703682876,0,1,0,0,1,0,0,0,0,34914
4484,2,1,1,1,132.5912158248019,0,1,0,0,1,0,0,0,0,35048
4485,6,1,2,3,100.0,0,0,1,0,1,0,0,0,1,35100
4486,2,1,1,1,80.0,0,1,0,0,0,0,1,0,1,35279
4487,2,1,1,1,250.0,0,1,0,0,0,0,1,0,1,35352
4488,7,1,2,3,250.0,0,1,0,0,1,0,0,0,1,35774
4489,1,1,1,1,33.0,0,0,1,0,1,0,0,0,1,35840
4490,1,1,0,1,60.0,0,0,1,0,0,0,0,1,1,35988
4491,4,1,1,2,109.74170285209975,0,1,0,1,0,0,0,0,0,36047
4492,2,1,1,1,70.0,0,0,1,0,0,0,0,1,1,36101
4493,4,1,1,2,58.0,0,1,0,0,0,0,0,1,1,36208
4494,6,1,2,3,140.0,0,1,0,1,0,0,0,0,1,36351
4495,2,1,1,1,98.0,0,0,1,0,0,0,1,0,1,36374
4496,2,2,1,1,77.0,0,0,1,0,1,0,0,0,1,36427
4497,5,1,2,3,180.0,0,1,0,0,0,0,1,0,1,36438
4498,4,1,0,1,240.0,0,1,0,0,0,0,1,0,1,36637
4499,5,1,3,4,325.0,0,1,0,0,0,0,1,0,1,36659
4500,2,1,1,2,80.0,0,1,0,1,0,0,0,0,1,37234
4501,5,1,1,3,90.0,0,1,0,0,0,1,0,0,1,37344
4502,7,2,3,4,300.0,0,1,0,0,0,0,1,0,1,37788
4503,1,1,0,1,115.0,0,1,0,1,0,0,0,0,1,37840
4504,4,1,1,1,200.0,0,1,0,0,0,0,1,0,1,37975
4505,7,1,2,4,195.0,0,1,0,0,0,0,1,0,1,38026
4506,2,1,1,1,255.0,0,1,0,0,1,0,0,0,1,38137
4507,3,1,1,2,130.0,0,1,0,0,0,0,1,0,1,38162
4508,1,1,1,1,83.58573206854152,0,0,1,0,0,0,1,0,0,38226
4509,4,1,1,2,203.33194871184955,0,1,0,0,0,0,1,0,0,38449
4510,2,1,1,1,49.0,0,0,1,0,1,0,0,0,1,38489
4511,3,1,1,2,175.2062645130777,0,1,0,0,0,0,1,0,0,38709
4512,5,1,1,4,204.38025598770017,0,1,0,0,0,0,1,0,0,38818
4513,3,1,1,2,97.0,0,1,0,0,1,0,0,0,1,38882
4514,3,1,0,3,166.16078124302504,0,1,0,0,0,0,1,0,0,39043
4515,2,2,1,1,100.0,0,0,1,0,0,0,1,0,1,39110
4516,2,1,1,1,80.0,0,0,1,0,1,0,0,0,1,39143
4517,1,1,1,1,49.0,0,0,1,1,0,0,0,0,1,39284
4518,2,1,1,1,89.0,0,0,1,0,0,0,1,0,1,39440
4519,3,1,0,2,103.00856488358966,0,1,0,1,0,0,0,0,0,40024
4520,6,1,3,4,480.0,0,1,0,0,0,0,1,0,1,40153
4521,5,1,1,3,136.78400279944114,0,1,0,0,1,0,0,0,0,40252
4522,1,1,0,1,70.0,0,0,1,0,0,0,1,0,1,40304
4523,3,1,1,1,175.2062645130777,0,1,0,0,0,0,1,0,0,40424
4524,2,1,1,1,444.0,0,1,0,0,0,0,1,0,1,40851
4525,1,1,0,1,75.0,0,0,1,0,0,0,1,0,1,41042
4526,4,1,1,1,300.0,0,1,0,0,0,0,1,0,1,41547
4527,3,1,2,2,100.0,0,1,0,0,0,0,1,0,1,41673
4528,4,1,1,2,203.33194871184955,0,1,0,0,0,0,1,0,0,42219
4529,4,1,2,2,88.0,0,0,1,0,0,0,1,0,1,42654
4530,2,1,1,1,40.0,0,0,1,0,1,0,0,0,1,42896
4531,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,42975
4532,1,1,1,1,61.455356004131175,0,0,1,1,0,0,0,0,0,43175
4533,2,1,0,1,99.0,0,1,0,0,0,0,1,0,1,43183
4534,2,1,0,1,250.0,0,1,0,0,0,0,1,0,1,43205
4535,6,2,3,4,417.38512672313584,0,1,0,0,0,0,1,0,0,43258
4536,2,1,1,2,49.0,0,0,1,0,0,0,0,1,1,43603
4537,1,1,1,1,30.0,0,0,1,0,1,0,0,0,1,43604
4538,2,1,1,1,550.0,0,1,0,0,0,0,1,0,1,43702
4539,2,1,0,1,60.0,0,1,0,0,1,0,0,0,1,43815
4540,5,1,1,3,150.0,0,0,1,0,1,0,0,0,1,44502
4541,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,44548
4542,4,1,1,2,156.0,0,1,0,0,0,0,1,0,1,45014
4543,2,1,0,1,140.42188805693826,0,0,1,0,0,0,1,0,0,45247
4544,5,1,2,1,99.0,0,0,1,0,0,0,1,0,1,45345
4545,3,1,1,1,66.63207304417206,0,0,1,1,0,0,0,0,0,45460
4546,6,1,2,4,129.0,0,1,0,0,0,0,1,0,1,45519
4547,1,1,2,3,57.33320543188626,0,0,1,0,1,0,0,0,0,45634
4548,2,1,1,1,65.0,0,0,1,0,1,0,0,0,1,45736
4549,1,1,4,1,100.0,0,0,1,0,1,0,0,0,1,46200
4550,1,1,1,2,40.0,1,0,0,0,0,0,1,0,1,46212
4551,2,1,1,1,70.0,0,0,1,0,0,0,1,0,1,46873
4552,1,1,1,1,132.5912158248019,0,1,0,0,1,0,0,0,0,47139
4553,1,2,1,1,75.0,0,0,1,0,1,0,0,0,1,47236
4554,1,1,1,1,55.0,0,0,1,1,0,0,0,0,1,47296
4555,6,1,2,3,199.0,0,1,0,0,0,0,1,0,1,47348
4556,4,1,2,2,144.0,0,1,0,0,0,0,1,0,1,47447
4557,3,1,1,1,150.0,0,0,1,0,0,0,1,0,1,47452
4558,2,1,1,1,68.0,0,0,1,0,0,0,1,0,1,47711
4559,4,1,2,3,231.80957733656805,0,1,0,0,0,0,1,0,0,47717
4560,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,48267
4561,1,2,1,1,43.04044018062371,1,0,0,0,1,0,0,0,0,48501
4562,4,1,1,1,92.0,0,1,0,0,1,0,0,0,1,48595
4563,2,1,1,1,132.5912158248019,0,1,0,0,1,0,0,0,0,264
4564,2,1,1,1,125.0,0,1,0,0,1,0,0,0,1,600
4565,2,1,1,1,66.63207304417206,0,0,1,0,0,0,0,1,0,638
4566,2,1,1,1,65.0,0,0,1,0,1,0,0,0,1,876
4567,2,1,1,1,85.0,0,0,1,0,0,0,1,0,1,961
4568,4,1,2,2,275.0,0,1,0,0,1,0,0,0,1,1064
4569,3,1,1,1,50.0,0,0,1,0,1,0,0,0,1,1110
4570,5,1,3,4,232.85788461241867,0,1,0,0,0,0,1,0,0,1210
4571,2,1,1,1,85.0,0,0,1,0,1,0,0,0,1,1302
4572,6,1,2,4,175.0,0,1,0,0,1,0,0,0,1,1632
4573,3,1,1,2,175.0,0,1,0,0,1,0,0,0,1,1756
4574,2,1,1,2,229.0,0,1,0,0,0,0,1,0,1,1789
4575,15,2,3,5,263.24161206983274,0,1,0,0,1,0,0,0,0,2119
4576,12,2,3,7,300.0,0,1,0,0,1,0,0,0,1,2149
4577,4,1,1,1,99.0,0,1,0,1,0,0,0,0,1,2841
4578,1,1,1,1,89.0,0,0,1,0,1,0,0,0,1,3201
4579,1,1,1,1,43.04044018062371,1,0,0,0,1,0,0,0,0,3430
4580,2,1,1,1,90.0,0,0,1,0,0,0,1,0,1,3468
4581,4,2,2,3,200.0,0,1,0,0,0,0,1,0,1,3552
4582,2,1,1,1,57.0,0,0,1,0,0,0,1,0,1,3791
4583,2,1,1,2,50.0,1,0,0,0,1,0,0,0,1,3849
4584,2,1,1,1,60.0,0,0,1,0,1,0,0,0,1,3944
4585,5,1,2,2,130.0,0,1,0,0,0,0,1,0,1,4159
4586,4,1,1,2,130.0,0,1,0,0,0,0,1,0,1,4361
4587,4,1,1,2,80.98717243934173,0,0,1,0,1,0,0,0,0,4933
4588,3,1,1,1,175.2062645130777,0,1,0,0,0,0,1,0,0,5005
4589,2,1,1,1,60.0,0,0,1,0,0,0,1,0,1,5187
4590,2,1,0,1,150.0,0,1,0,0,0,0,1,0,1,5334
4591,4,1,1,2,240.0,0,1,0,0,0,0,1,0,1,5585
4592,3,1,1,1,110.9899523160082,0,1,0,1,0,0,0,0,0,5599
4593,1,1,1,1,76.08896800764775,1,0,0,0,0,0,1,0,0,5652
4594,2,1,1,1,175.2062645130777,0,1,0,0,0,0,1,0,0,5809
4595,4,1,1,2,205.0,0,1,0,0,0,0,1,0,1,5866
4596,2,1,1,2,100.0,0,0,1,0,1,0,0,0,1,5905
4597,4,1,1,2,96.0,0,0,1,0,1,0,0,0,1,6228
4598,2,1,0,1,125.0,0,1,0,0,0,0,1,0,1,6236
4599,2,1,0,1,170.0,0,1,0,0,0,0,1,0,1,6627
4600,3,1,1,2,175.2062645130777,0,1,0,0,0,0,1,0,0,6887
4601,4,1,2,3,155.0,0,1,0,0,1,0,0,0,1,7159
4602,2,1,1,1,175.2062645130777,0,1,0,0,0,0,1,0,0,7254
4603,2,1,1,1,80.0,0,0,1,0,1,0,0,0,1,7833
4604,4,1,1,2,125.0,0,1,0,0,1,0,0,0,1,7929
4605,2,1,1,1,120.0,0,1,0,0,1,0,0,0,1,8034
4606,2,1,1,1,300.0,0,1,0,0,0,0,1,0,1,8630
4607,2,1,1,1,55.0,0,0,1,0,1,0,0,0,1,8853
4608,2,1,0,1,95.0,0,1,0,0,0,0,1,0,1,9110
4609,2,1,1,1,77.0,0,0,1,0,1,0,0,0,1,9112
4610,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,9307
4611,5,2,3,3,417.38512672313584,0,1,0,0,0,0,1,0,0,9878
4612,2,1,1,2,175.2062645130777,0,1,0,0,0,0,1,0,0,9899
4613,10,2,4,7,600.0,0,1,0,0,1,0,0,0,1,10059
4614,1,1,1,1,61.0,0,0,1,0,0,0,1,0,1,10108
4615,2,1,1,1,57.0,0,0,1,1,0,0,0,0,1,10239
4616,5,1,2,2,157.15392840985314,0,1,0,1,0,0,0,0,0,10948
4617,7,1,2,3,164.51704616383466,0,1,0,0,1,0,0,0,0,11097
4618,1,2,1,1,50.0,0,0,1,1,0,0,0,0,1,11461
4619,3,1,1,2,110.0,0,1,0,0,1,0,0,0,1,12591
4620,1,1,1,1,250.0,0,0,1,0,0,0,1,0,1,12634
4621,2,1,1,1,280.0,0,1,0,0,1,0,0,0,1,12712
4622,1,1,1,1,125.0,0,0,1,0,0,0,1,0,1,12975
4623,2,1,1,1,99.0,0,0,1,0,1,0,0,0,1,13078
4624,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,13125
4625,8,1,2,4,399.0,0,1,0,0,0,0,1,0,1,13505
4626,2,1,0,1,65.0,0,1,0,1,0,0,0,0,1,13598
4627,4,1,1,2,190.0,0,1,0,0,0,0,1,0,1,13627
4628,2,1,1,1,132.5912158248019,0,1,0,0,1,0,0,0,0,13632
4629,1,1,1,1,90.0,0,0,1,0,0,0,1,0,1,13718
4630,7,1,3,4,499.0,0,1,0,0,0,0,1,0,1,13852
4631,2,1,1,1,80.0,0,0,1,0,0,0,1,0,1,14136
4632,4,1,1,2,82.0,0,0,1,0,0,0,1,0,1,14875
4633,2,1,1,1,85.0,0,0,1,0,1,0,0,0,1,14877
4634,1,1,1,1,83.58573206854152,0,0,1,0,0,0,1,0,0,14878
4635,4,1,1,3,104.0,0,1,0,1,0,0,0,0,1,14935
4636,2,1,0,1,200.0,0,1,0,0,0,0,1,0,1,15313
4637,2,1,1,1,112.0,0,0,1,0,0,0,1,0,1,15397
4638,3,1,1,1,100.0,0,1,0,0,1,0,0,0,1,15535
4639,3,1,1,1,110.0,0,1,0,0,0,0,1,0,1,15594
4640,2,1,1,1,99.0,1,0,0,0,1,0,0,0,1,15871
4641,3,1,1,1,100.0,0,1,0,0,0,0,1,0,1,16096
4642,5,1,2,2,295.0,0,1,0,0,0,0,1,0,1,16097
4643,3,1,2,3,150.0,0,1,0,0,0,0,1,0,1,16160
4644,2,1,1,1,96.0,0,0,1,0,1,0,0,0,1,16197
4645,2,1,1,1,325.0,0,1,0,0,0,0,1,0,1,16349
4646,4,1,1,2,110.0,0,1,0,0,0,0,1,0,1,16695
4647,3,1,0,1,100.0,0,1,0,0,1,0,0,0,1,16737
4648,2,1,1,1,105.0,0,1,0,1,0,0,0,0,1,16902
4649,6,1,2,2,157.15392840985314,0,1,0,1,0,0,0,0,0,16939
4650,3,1,1,2,200.0,0,0,1,0,0,0,1,0,1,17420
4651,2,1,1,1,94.0,0,1,0,0,1,0,0,0,1,17917
4652,2,1,1,1,65.0,0,1,0,1,0,0,0,0,1,17921
4653,1,1,1,1,30.0,0,0,1,0,1,0,0,0,1,17970
4654,2,1,1,1,55.0,0,0,1,0,1,0,0,0,1,18032
4655,2,1,1,1,132.5912158248019,0,1,0,0,1,0,0,0,0,18081
4656,3,1,0,1,125.0,0,1,0,0,0,0,1,0,1,18494
4657,6,2,3,3,350.0,0,1,0,0,0,0,1,0,1,18527
4658,5,2,2,3,699.0,0,1,0,0,0,0,1,0,1,19091
4659,2,1,1,1,60.0,0,0,1,0,1,0,0,0,1,19356
4660,2,1,1,1,65.0,0,1,0,0,0,0,1,0,1,19856
4661,1,1,1,1,61.455356004131175,0,0,1,0,1,0,0,0,0,20123
4662,6,1,2,3,157.15392840985314,0,1,0,1,0,0,0,0,0,20130
4663,6,2,3,3,180.0,0,1,0,0,1,0,0,0,1,20388
4664,6,1,2,4,164.51704616383466,0,1,0,0,1,0,0,0,0,20422
4665,2,1,1,1,90.0,0,1,0,0,0,0,1,0,1,20829
4666,2,1,1,1,60.0,0,0,1,0,0,0,0,1,1,20954
4667,3,1,1,1,155.0,0,1,0,0,0,0,1,0,1,21135
4668,3,1,1,1,300.0,0,1,0,0,0,0,1,0,1,21369
4669,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,21637
4670,2,2,1,1,50.0,0,0,1,0,0,0,1,0,1,21888
4671,2,1,1,1,110.0,0,1,0,0,1,0,0,0,1,21914
4672,2,1,1,1,81.0,0,0,1,0,0,0,1,0,1,22024
4673,2,1,1,1,88.0,0,0,1,0,0,0,1,0,1,22112
4674,3,1,1,2,66.63207304417206,0,0,1,1,0,0,0,0,0,22520
4675,4,1,2,2,231.80957733656805,0,1,0,0,0,0,1,0,0,22527
4676,10,3,3,5,500.0,0,1,0,0,1,0,0,0,1,22593
4677,4,1,1,2,199.0,0,1,0,0,0,0,1,0,1,22677
4678,5,1,2,2,210.0,0,1,0,0,0,0,1,0,1,22747
4679,2,1,1,1,55.0,0,0,1,1,0,0,0,0,1,22898
4680,5,1,2,4,350.0,0,1,0,0,1,0,0,0,1,23026
4681,2,1,1,1,45.0,0,0,1,0,0,0,1,0,1,23380
4682,1,1,1,1,60.0,1,0,0,0,0,0,1,0,1,23477
4683,2,1,1,1,199.0,0,1,0,0,0,0,1,0,1,23885
4684,4,1,1,2,203.33194871184955,0,1,0,0,0,0,1,0,0,23943
4685,2,1,0,1,175.0,0,1,0,0,1,0,0,0,1,24226
4686,6,1,3,4,350.0,0,1,0,0,0,0,1,0,1,24238
4687,2,1,1,1,75.0,0,0,1,0,1,0,0,0,1,24530
4688,6,1,3,3,90.0,0,1,0,0,1,0,0,0,1,24637
4689,2,1,0,1,96.0,0,1,0,1,0,0,0,0,1,24876
4690,3,1,1,1,140.0,0,0,1,0,0,0,1,0,1,25187
4691,4,1,1,2,250.0,0,1,0,0,0,0,1,0,1,25474
4692,2,1,1,2,88.0,0,0,1,1,0,0,0,0,1,25511
4693,3,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,26022
4694,8,2,4,6,300.0,0,1,0,1,0,0,0,0,1,26117
4695,2,1,1,1,75.0,0,0,1,0,0,0,0,1,1,26135
4696,2,1,1,1,40.0,0,0,1,0,1,0,0,0,1,26217
4697,2,1,1,1,99.0,0,0,1,0,0,0,1,0,1,26282
4698,3,1,1,1,132.5912158248019,0,1,0,0,1,0,0,0,0,26538
4699,2,1,1,1,185.0,0,1,0,0,0,0,1,0,1,26633
4700,3,1,0,2,98.02609828175707,0,1,0,0,0,1,0,0,0,26740
4701,2,1,1,1,175.2062645130777,0,1,0,0,0,0,1,0,0,26748
4702,2,1,2,1,300.0,0,1,0,0,0,0,1,0,1,26856
4703,1,1,1,1,40.0,0,0,1,0,0,0,1,0,1,27367
4704,5,2,2,2,374.84044366472733,0,1,0,0,0,0,1,0,0,27908
4705,1,1,1,1,50.0,0,0,1,1,0,0,0,0,1,27955
4706,4,1,1,2,130.0,0,0,1,0,0,0,1,0,1,28371
4707,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,28699
4708,2,1,1,2,130.0,0,1,0,0,1,0,0,0,1,29192
4709,1,1,4,1,60.0,0,0,1,0,1,0,0,0,1,29515
4710,4,1,1,1,99.0,0,1,0,0,1,0,0,0,1,29773
4711,2,1,1,1,200.0,0,0,1,0,0,0,1,0,1,29776
4712,4,1,2,2,161.79719040122228,0,1,0,0,1,0,0,0,0,29946
4713,3,1,1,1,159.0,0,1,0,0,0,0,1,0,1,30103
4714,4,1,2,2,175.0,0,1,0,0,1,0,0,0,1,30165
4715,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,30384
4716,2,1,1,1,250.0,0,1,0,0,0,0,1,0,1,30437
4717,2,2,1,2,79.0,0,0,1,0,0,0,1,0,1,30732
4718,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,30752
4719,4,1,1,2,203.33194871184955,0,1,0,0,0,0,1,0,0,30881
4720,1,1,1,1,70.0,0,0,1,1,0,0,0,0,1,31135
4721,8,1,3,5,213.8686105800721,0,1,0,0,1,0,0,0,0,31486
4722,4,1,1,2,203.33194871184955,0,1,0,0,0,0,1,0,0,31495
4723,2,1,1,1,50.0,0,0,1,0,1,0,0,0,1,31579
4724,4,1,1,2,89.0,0,0,1,0,1,0,0,0,1,31872
4725,2,2,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,31996
4726,2,1,1,1,125.0,0,0,1,0,0,0,1,0,1,32080
4727,2,1,1,1,175.2062645130777,0,1,0,0,0,0,1,0,0,32828
4728,1,1,1,1,83.58573206854152,0,0,1,0,0,0,1,0,0,33350
4729,1,1,1,1,61.455356004131175,0,0,1,0,1,0,0,0,0,33641
4730,2,1,1,1,56.0,0,0,1,0,1,0,0,0,1,33712
4731,3,1,0,2,200.0,0,1,0,0,0,0,1,0,1,33858
4732,2,1,1,1,85.0,0,0,1,0,0,1,0,0,1,34247
4733,3,1,1,2,110.9899523160082,0,1,0,0,0,0,0,1,0,34636
4734,4,2,1,2,133.0,0,1,0,0,1,0,0,0,1,35244
4735,2,1,1,1,75.0,0,1,0,0,0,0,1,0,1,36054
4736,2,1,0,1,123.45075322469133,0,1,0,0,1,0,0,0,0,36121
4737,2,1,0,1,150.0,0,1,0,0,1,0,0,0,1,36242
4738,2,1,1,1,195.0,0,1,0,0,1,0,0,0,1,36410
4739,2,1,1,1,65.0,0,0,1,0,0,0,0,1,1,36565
4740,2,1,1,1,100.0,0,1,0,0,0,0,1,0,1,36587
4741,4,1,1,2,78.26599176340643,0,0,1,1,0,0,0,0,0,36613
4742,1,1,1,1,65.0,0,0,1,0,0,0,1,0,1,36815
4743,2,1,1,1,52.0,0,0,1,0,0,0,1,0,1,36951
4744,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,36981
4745,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,37254
4746,1,1,1,1,40.0,0,0,1,0,1,0,0,0,1,38157
4747,2,1,2,2,95.30479507157905,0,0,1,0,0,0,1,0,0,38184
4748,1,1,0,1,60.0,0,0,1,0,0,0,0,1,1,38255
4749,2,2,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,38273
4750,1,1,1,1,150.0,1,0,0,0,0,0,1,0,1,38475
4751,2,1,1,1,100.0,0,1,0,1,0,0,0,0,1,38763
4752,1,1,1,1,35.0,0,0,1,1,0,0,0,0,1,38798
4753,2,1,1,1,70.0,0,0,1,0,1,0,0,0,1,38836
4754,3,1,0,1,123.45075322469133,0,1,0,0,1,0,0,0,0,39278
4755,3,1,0,1,166.16078124302504,0,1,0,0,0,0,1,0,0,39458
4756,1,1,1,1,40.0,0,0,1,0,1,0,0,0,1,39547
4757,4,2,1,2,79.0,0,0,1,0,1,0,0,0,1,39712
4758,2,1,1,1,99.0,0,0,1,0,1,0,0,0,1,39879
4759,2,1,1,1,250.0,0,1,0,0,0,0,1,0,1,39883
4760,2,1,1,1,200.0,0,1,0,0,0,0,1,0,1,40154
4761,2,1,0,1,150.0,0,1,0,0,0,0,1,0,1,40246
4762,2,1,1,2,375.0,0,1,0,0,0,0,1,0,1,40479
4763,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,40482
4764,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,40631
4765,1,1,1,1,83.58573206854152,0,0,1,0,0,0,1,0,0,41007
4766,8,2,3,4,375.0,0,1,0,0,1,0,0,0,1,41326
4767,2,1,1,1,55.0,0,1,0,0,0,0,1,0,1,41402
4768,2,1,0,1,95.0,0,1,0,0,0,0,1,0,1,41504
4769,6,2,2,3,200.0,0,1,0,0,1,0,0,0,1,42183
4770,6,2,2,4,374.84044366472733,0,1,0,0,0,0,1,0,0,42243
4771,4,1,2,2,280.0,0,1,0,0,1,0,0,0,1,42927
4772,4,1,1,3,49.0,0,1,0,0,0,0,1,0,1,42979
4773,2,1,0,1,62.0,0,1,0,0,1,0,0,0,1,43002
4774,4,1,1,2,134.06414703682876,0,1,0,0,1,0,0,0,0,43120
4775,2,1,1,1,132.5912158248019,0,1,0,0,1,0,0,0,0,43464
4776,2,1,1,1,80.0,0,0,1,0,0,0,1,0,1,44163
4777,6,2,2,2,374.84044366472733,0,1,0,0,0,0,1,0,0,44319
4778,2,1,1,1,200.0,0,1,0,0,1,0,0,0,1,44371
4779,1,1,1,1,99.0,0,0,1,0,0,0,1,0,1,44425
4780,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,44443
4781,1,1,0,1,50.0,0,0,1,0,1,0,0,0,1,44478
4782,6,1,3,3,206.50549282609057,0,1,0,1,0,0,0,0,0,44494
4783,1,2,1,1,35.0,0,0,1,0,1,0,0,0,1,44629
4784,4,1,1,1,250.0,0,1,0,0,0,0,1,0,1,44810
4785,2,1,1,1,275.0,0,0,1,0,1,0,0,0,1,44826
4786,2,1,1,1,99.0,0,1,0,0,0,0,1,0,1,44970
4787,2,1,1,2,45.0,0,0,1,0,1,0,0,0,1,45275
4788,2,1,1,2,73.02068200026709,0,0,1,0,1,0,0,0,0,45443
4789,2,1,0,1,125.0,0,1,0,1,0,0,0,0,1,45521
4790,2,1,1,1,75.0,0,1,0,0,1,0,0,0,1,45799
4791,3,1,1,2,80.0,0,0,1,1,0,0,0,0,1,46175
4792,2,1,1,1,99.42694564382396,0,0,1,0,0,0,1,0,0,46219
4793,3,1,1,1,289.0,0,1,0,0,0,0,1,0,1,46343
4794,2,1,1,1,72.0,0,0,1,0,0,0,1,0,1,46435
4795,1,1,1,1,18.0,1,0,0,0,1,0,0,0,1,46450
4796,4,1,1,2,203.33194871184955,0,1,0,0,0,0,1,0,0,47276
4797,9,1,2,3,165.0,0,1,0,1,0,0,0,0,1,47730
4798,4,1,1,2,109.74170285209975,0,1,0,1,0,0,0,0,0,48218
4799,3,1,1,1,82.0,0,1,0,0,1,0,0,0,1,48427
4800,3,1,0,2,91.0,0,1,0,0,1,0,0,0,1,48610
4801,2,1,1,1,49.0,1,0,0,0,0,0,1,0,1,650
4802,2,1,1,1,190.0,0,0,1,0,0,0,1,0,1,1119
4803,2,1,1,2,175.2062645130777,0,1,0,0,0,0,1,0,0,1185
4804,2,1,1,1,119.0,0,0,1,0,0,0,1,0,1,1212
4805,2,1,1,1,90.0,0,0,1,0,0,0,1,0,1,1343
4806,5,1,0,3,191.2345418538336,0,1,0,0,0,0,1,0,0,1376
4807,3,1,1,1,80.0,0,1,0,0,0,0,1,0,1,1485
4808,2,1,1,1,60.0,0,0,1,0,1,0,0,0,1,1606
4809,5,1,1,3,125.0,0,1,0,0,1,0,0,0,1,1846
4810,2,1,1,1,160.0,0,1,0,0,0,0,1,0,1,1930
4811,4,1,1,2,134.06414703682876,0,1,0,0,1,0,0,0,0,1969
4812,16,5,7,15,625.0,0,1,0,0,0,1,0,0,1,2153
4813,2,1,1,1,73.02068200026709,0,0,1,0,1,0,0,0,0,2196
4814,2,1,1,1,56.0,0,0,1,1,0,0,0,0,1,2558
